;Ürün Kodu;Marka;Seri;Model;Araç Yılı;Kilometre;Vites Tipi;Yakıt Tipi;Kasa Tipi;Renk;Motor Hacmi;Motor Gücü;Çekiş Tipi;Ortalama Yakıt Tüketimi;Depo Hacmi;Boya/Değişen Bilgisi;Fiyat
143;23710069;Ford;C-Max;1.6 TDCi Titanium;2012;286.000 km;Düz;Dizel;MPV;Gri (Gümüş);1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;Belirtilmemiş;599.000
144;23709868;Ford;Focus;1.5 TDCi Trend X;2017;221.000 km;Yarı Otomatik;Dizel;Station wagon;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;800.000
145;23708375;Ford;Focus;1.6 TDCi Style;2012;245.000 km;Düz;Dizel;Sedan;Gri (titanyum);1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;2 değişen;547.750
147;23793926;Ford;Fiesta;1.4 TDCi Trend;2012;155.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;565.000
148;23793812;Ford;Focus;1.5 TDCi Titanium;2019;106.100 km;Yarı Otomatik;Dizel;Sedan;Gri;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;1 değişen, 2 boyalı;972.000
149;23793381;Ford;Focus;1.5 TDCi Trend X;2017;99.000 km;Yarı Otomatik;Dizel;Station wagon;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;53 lt;Tamamı orjinal;865.000
150;23792918;Ford;Focus;1.6 Ti-VCT Style Plus;2011;215.000 km;Düz;LPG & Benzin;Hatchback/5;Siyah;1596 cc;125 hp;Önden Çekiş;5,9 lt;55 lt;1 değişen, 3 boyalı;650.000
151;23792292;Ford;Focus;1.5 Ti-VCT Trend X;2020;30.000 km;Otomatik;Benzin;Sedan;Beyaz;1497 cc;123 hp;Önden Çekiş;6,5 lt;52 lt;Belirtilmemiş;1.230.000
152;23792145;Ford;Fiesta;1.4 Trend;2012;71.000 km;Otomatik;Benzin;Hatchback/5;Gri (Gümüş);1388 cc;96 hp;Önden Çekiş;6,5 lt;42 lt;1 boyalı;650.000
153;23791581;Ford;Fiesta;1.25 Trend X;2014;41.000 km;Düz;Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;3 değişen, 1 boyalı;589.000
154;23791580;Ford;Focus;1.6 Ti-VCT Style;2012;189.337 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;Tamamı orjinal;675.000
155;23791372;Ford;Focus;1.6 Ti-VCT Titanium;2014;153.000 km;Düz;LPG & Benzin;Hatchback/5;Mavi;1596 cc;125 hp;Önden Çekiş;5,9 lt;55 lt;1 değişen, 2 boyalı;755.000
156;23791355;Ford;Focus;1.5 TDCi Trend X;2015;252.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Belirtilmemiş;730.000
157;23791191;Ford;Fiesta;1.4 Titanium X;2010;152.000 km;Otomatik;LPG & Benzin;Hatchback/5;Bordo;1388 cc;96 hp;Önden Çekiş;6,5 lt;42 lt;3 değişen, 2 boyalı;515.000
159;23440418;Ford;Focus;1.6 Ti-VCT Titanium;2012;202.000 km;Yarı Otomatik;LPG & Benzin;Sedan;Gri (titanyum);1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;1 değişen, 1 boyalı;644.500
160;23790464;Ford;Fiesta;1.4 TDCi Trend;2011;239.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;4 boyalı;440.000
161;23782292;Ford;Focus;1.6 TDCi Trend;2013;169.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Tamamı orjinal;668.000
162;23790337;Ford;Focus;1.5 TDCi Titanium;2018;71.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1499 cc;120 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;1.010.000
163;23787980;Ford;Focus;1.6 TDCi Trend X;2014;347.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;565.000
164;23788801;Ford;Focus;1.0 EcoBoost Titanium X;2023;8.700 km;Yarı Otomatik;Hibrit;Hatchback/5;Beyaz;999 cc;125 hp;Önden Çekiş;5,6 lt;52 lt;Belirtilmemiş;1.380.000
165;23778060;Ford;Fiesta;1.4 TDCi Titanium X;2011;205.000 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;2 değişen, 2 boyalı;450.000
166;23790138;Ford;Fiesta;1.25 Trend;2013;140.000 km;Düz;LPG & Benzin;Hatchback/3;Gri (Gümüş);1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;Belirtilmemiş;568.000
167;23787847;Ford;Fiesta;1.6 TDCi Titanium;2012;266.500 km;Düz;Dizel;Hatchback/5;Füme;1560 cc;95 hp;Önden Çekiş;4,1 lt;45 lt;Tamamı orjinal;510.000
168;23789736;Ford;Focus;1.6 TDCi Trend X;2010;160.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;Tamamı orjinal;595.000
169;23440201;Ford;Focus;1.6 Ti-VCT Collection;2010;240.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1596 cc;115 hp;Önden Çekiş;6,6 lt;55 lt;2 değişen, 10 boyalı;450.000
170;23440193;Ford;Fiesta;1.6 TDCi Titanium;2010;127.000 km;Düz;Dizel;Hatchback/5;Siyah;1560 cc;90 hp;Önden Çekiş;4,2 lt;45 lt;Tamamı orjinal;600.000
171;23788101;Ford;Focus;1.6 Comfort;2011;184.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (metalik);1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;1 değişen, 5 boyalı;505.000
172;23789806;Ford;B-Max;1.6 Trend;2013;105.000 km;Yarı Otomatik;Benzin;MPV;Beyaz;1596 cc;105 hp;Önden Çekiş;6,2 lt;48 lt;Belirtilmemiş;650.000
173;23790014;Ford;Fiesta;1.25 Trend X;2016;52.094 km;Düz;Benzin;Hatchback/5;Gri;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;Belirtilmemiş;580.000
174;23789740;Ford;Focus;1.6 TDCi Style;2015;112.000 km;Düz;Dizel;Sedan;Gri;1560 cc;115 hp;Önden Çekiş;4,5 lt;55 lt;2 değişen;820.000
175;23787827;Ford;Fiesta;1.5 TDCi Trend;2017;55.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;6 boyalı;621.000
176;23429515;Ford;Focus;1.5 TDCi Titanium;2016;115.000 km;Yarı Otomatik;Dizel;Sedan;Gri (metalik);1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;3 boyalı;890.000
177;23790066;Ford;Fiesta;1.4 TDCi Titanium;2011;240.000 km;Düz;Dizel;Hatchback/5;Bordo;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;450.000
178;23790027;Ford;Fiesta;1.25 Trend X;2014;325.000 km;Düz;LPG & Benzin;Hatchback/5;Lacivert;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;Belirtilmemiş;499.500
179;23789988;Ford;C-Max;1.6 TDCi Titanium X;2011;169.000 km;Düz;Dizel;MPV;Gri (Gümüş);1560 cc;110 hp;Önden Çekiş;4,9 lt;55 lt;Belirtilmemiş;615.000
180;23789987;Ford;Fiesta;1.4 TDCi Titanium X;2011;146.500 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen, 5 boyalı;489.500
181;23789316;Ford;C-Max;1.6 TDCi Titanium;2016;134.000 km;Düz;Dizel;MPV;Gri;1560 cc;115 hp;Önden Çekiş;4,5 lt;53 lt;2 boyalı;615.000
183;23438517;Ford;Focus;1.5 TDCi Style;2016;120.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;1 boyalı;885.000
184;23789683;Ford;Focus;1.6 TDCi Trend X;2017;16.500 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;Belirtilmemiş;75.000
185;23789664;Ford;Focus;1.6 TDCi Titanium;2014;225.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;55 lt;Belirtilmemiş;635.000
186;23787750;Ford;Fiesta;1.5 TDCi Trend;2014;170.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;6 boyalı;510.000
187;23789314;Ford;Focus;1.5 TDCi Titanium;2017;196.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;3 boyalı;815.000
188;23789208;Ford;Focus;1.6 Trend;2011;251.000 km;Düz;LPG & Benzin;Sedan;Füme;1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;Belirtilmemiş;435.000
189;23789200;Ford;Focus;1.6 Ti-VCT Titanium;2012;177.000 km;Yarı Otomatik;LPG & Benzin;Sedan;Gri;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;Belirtilmemiş;670.000
190;23789184;Ford;Fiesta;1.4 TDCi Trend;2010;228.500 km;Düz;Dizel;Hatchback/5;Beyaz;1399 cc;70 hp;Önden Çekiş;4,3 lt;45 lt;Belirtilmemiş;469.000
191;23788314;Ford;Focus;1.6 TDCi Style;2013;175.000 km;Düz;Dizel;Hatchback/5;Siyah;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;3 boyalı;690.000
192;23789022;Ford;Focus;1.0 EcoBoost Titanium X;2023;32.381 km;Düz;Benzin;Sedan;Lacivert;999 cc;125 hp;Önden Çekiş;7,1 lt;52 lt;2 boyalı;1.055.000
193;23788286;Ford;Mondeo;2.0 TDCi Titanium;2011;209.182 km;Otomatik;Dizel;Sedan;Siyah;1997 cc;140 hp;Önden Çekiş;5,6 lt;70 lt;1 değişen, 1 boyalı;689.500
194;23788223;Ford;Focus;1.6 TDCi Trend X;2017;113.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;Belirtilmemiş;870.000
195;23787762;Ford;Focus;1.6 Ti-VCT Trend X;2016;51.000 km;Düz;Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;Belirtilmemiş;830.000
197;23723654;Ford;Focus;1.5 TDCi Titanium;2018;105.000 km;Düz;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;725.000
198;23045429;Ford;Fiesta;1.4 TDCi Trend;2010;211.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;515.000
199;23708506;Ford;Fiesta;1.4 TDCi My Fiesta;2011;240.500 km;Düz;Dizel;Hatchback/5;Siyah;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;478.500
200;23788077;Ford;Focus;1.6 TDCi Titanium X;2017;159.000 km;Düz;Dizel;Sedan;Füme;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;1 değişen;819.950
201;23787508;Ford;Focus;1.6 TDCi Trend X;2015;170.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;Tamamı orjinal;770.000
203;23692711;Ford;Focus;1.6 TDCi Trend X;2012;438.000 km;Düz;Dizel;Sedan;Gri (metalik);1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;540.000
204;23787739;Ford;Focus;1.5 TDCi Trend X;2018;140.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Tamamı orjinal;920.000
205;23782301;Ford;Focus;1.6 TDCi Trend X;2014;119.483 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;720.000
206;23787727;Ford;Focus;1.6 TDCi Trend X;2013;180.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;690.000
207;23288570;Ford;Fiesta;1.5 TDCi Titanium X;2013;100.000 km;Düz;Dizel;Hatchback/5;Siyah;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;2 değişen;638.000
208;23053222;Ford;Focus;1.6 TDCi Style;2012;233.800 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;1 değişen, 4 boyalı;640.000
209;23786063;Ford;Fiesta;1.4 TDCi Titanium;2010;313.000 km;Düz;Dizel;Hatchback/5;Bordo;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;4 boyalı;395.000
210;23787248;Ford;Fiesta;1.4 TDCi Trend;2011;196.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 boyalı;439.000
211;23787117;Ford;Fiesta;1.4 TDCi Titanium X;2011;130.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;549.000
212;23787470;Ford;Focus;1.6 Comfort;2010;249.000 km;Otomatik;LPG & Benzin;Hatchback/5;Gri (Gümüş);1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;Tamamı orjinal;495.000
213;23781049;Ford;Focus;1.6 Ti-VCT Titanium;2017;78.000 km;Yarı Otomatik;Benzin;Sedan;Kırmızı;1596 cc;125 hp;Önden Çekiş;6,3 lt;55 lt;2 değişen;820.000
214;23061502;Ford;C-Max;1.6 TDCi Titanium X;2012;216.000 km;Düz;Dizel;MPV;Beyaz;1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;Belirtilmemiş;719.000
215;23443603;Ford;Focus;1.6 TDCi Collection;2010;148.000 km;Düz;Dizel;Hatchback/5;Lacivert;1560 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;1 değişen, 6 boyalı;660.000
216;23435321;Ford;Focus;1.5 TDCi Titanium;2017;136.690 km;Yarı Otomatik;Dizel;Sedan;Siyah;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;2 boyalı;839.900
217;23786493;Ford;B-Max;1.4 Trend;2013;101.000 km;Düz;Benzin;MPV;Gri;1388 cc;90 hp;Önden Çekiş;6 lt;48 lt;1 değişen, 4 boyalı;585.000
219;23783987;Ford;Focus;1.6 TDCi Trend;2013;262.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;2 boyalı;660.000
221;23783970;Ford;Fiesta;1.4 Titanium;2011;175.000 km;Otomatik;Benzin;Hatchback/5;Gri (metalik);1388 cc;96 hp;Önden Çekiş;6,5 lt;42 lt;1 değişen, 2 boyalı;600.000
222;23784570;Ford;Fiesta;1.4 Titanium;2011;175.000 km;Düz;LPG & Benzin;Hatchback/5;Siyah;1388 cc;96 hp;Önden Çekiş;5,7 lt;42 lt;1 boyalı;510.000
223;23264666;Ford;Fiesta;1.4 TDCi Trend;2012;22.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;675.000
224;23440778;Ford;Focus;1.5 TDCi Trend X;2015;182.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;6 boyalı;707.900
225;23783470;Ford;Fiesta;1.25 Trend;2012;142.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,7 lt;42 lt;2 değişen, 1 boyalı;465.000
226;23784146;Ford;Fiesta;1.25 Trend X;2015;148.500 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;Belirtilmemiş;560.000
227;23783249;Ford;Focus;1.6 TDCi Style;2012;142.000 km;Düz;Dizel;Station wagon;Beyaz;1560 cc;115 hp;Önden Çekiş;5,3 lt;53 lt;2 boyalı;750.000
228;23785735;Ford;Focus;1.6 TDCi Comfort;2012;203.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;3 boyalı;620.000
229;23786308;Ford;Focus;1.6 Ti-VCT Style;2015;208.000 km;Yarı Otomatik;LPG & Benzin;Sedan;Lacivert;1596 cc;125 hp;Önden Çekiş;6,3 lt;55 lt;3 boyalı;740.000
231;23725892;Ford;Focus;1.6 TDCi Trend X;2014;125.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;755.000
233;23786243;Ford;Focus;1.6 TDCi Trend X;2015;280.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;1 boyalı;675.000
234;23782790;Ford;Fiesta;1.4 Titanium;2013;114.000 km;Düz;Benzin;Hatchback/5;Gri (Gümüş);1388 cc;96 hp;Önden Çekiş;5,7 lt;42 lt;1 değişen;630.000
235;23783189;Ford;Fiesta;1.5 TDCi Titanium X;2013;128.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;Tamamı orjinal;603.500
236;23782431;Ford;Focus;1.6 TDCi Style;2014;57.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;989.000
237;23782808;Ford;Fiesta;1.4 Titanium;2013;107.000 km;Düz;Benzin;Hatchback/5;Füme;1388 cc;96 hp;Önden Çekiş;5,7 lt;42 lt;Tamamı orjinal;605.000
238;23784350;Ford;Fiesta;1.4 TDCi Titanium;2010;196.500 km;Düz;Dizel;Hatchback/5;Mavi (metalik);1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen, 1 boyalı;520.000
239;23783161;Ford;Focus;1.6 TDCi Trend;2013;204.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;1 boyalı;645.000
240;23784512;Ford;Focus;1.6 TDCi Trend X;2013;188.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;1 boyalı;680.000
241;23783821;Ford;Focus;1.6 Ti-VCT Titanium;2014;85.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;Tamamı orjinal;840.000
242;23784908;Ford;Focus;1.5 TDCi Titanium;2017;28.000 km;Yarı Otomatik;Dizel;Sedan;Gri (Gümüş);1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Belirtilmemiş;1.210.000
243;23784727;Ford;Fiesta;1.4 TDCi Titanium;2010;128.000 km;Düz;Dizel;Hatchback/5;Füme;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;560.000
244;23782678;Ford;Focus;1.6 TDCi Trend X;2014;146.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;660.000
245;23786036;Ford;Focus;1.6 TDCi Titanium;2012;256.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;1 değişen, 1 boyalı;685.000
246;23784721;Ford;Fiesta;1.25 Trend;2013;123.000 km;Düz;LPG & Benzin;Hatchback/3;Gri;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;8 boyalı;526.000
247;23783508;Ford;Fiesta;1.25 Trend;2013;136.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;Tamamı orjinal;570.000
248;23705442;Ford;Fiesta;1.4 Titanium;2015;250.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1388 cc;96 hp;Önden Çekiş;5,7 lt;42 lt;Belirtilmemiş;485.000
249;23703231;Ford;Focus;1.6 Titanium;2010;319.000 km;Otomatik;LPG & Benzin;Sedan;Lacivert;1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;Belirtilmemiş;595.000
250;23634268;Ford;Focus;1.5 TDCi Trend X;2019;130.000 km;Otomatik;Dizel;Hatchback/5;Füme;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;3 boyalı;1.000.000
251;23634107;Ford;Fiesta;1.5 TDCi Trend;2015;150.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;1 boyalı;573.000
252;23633183;Ford;Focus;1.6 TDCi Titanium;2011;126.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;2 değişen, 1 boyalı;658.000
253;23631226;Ford;Focus;1.6 Collection;2011;197.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;Tamamı orjinal;569.900
254;23706706;Ford;B-Max;1.6 Trend;2014;134.000 km;Yarı Otomatik;Benzin;MPV;Gri (Gümüş);1596 cc;105 hp;Önden Çekiş;6,2 lt;48 lt;Tamamı orjinal;697.500
255;23632887;Ford;Fiesta;1.25 Trend;2013;122.000 km;Düz;Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;3 boyalı;497.000
256;23631213;Ford;Focus;1.6 TDCi Trend X;2015;116.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;Belirtilmemiş;860.000
257;23365766;Ford;Fiesta;1.4 Titanium;2010;256.000 km;Düz;LPG & Benzin;Hatchback/5;Bordo;1388 cc;96 hp;Önden Çekiş;5,7 lt;42 lt;Belirtilmemiş;525.000
258;23360603;Ford;Focus;1.6 TDCi Trend X;2015;105.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;Tamamı orjinal;850.000
259;23705289;Ford;Fiesta;1.4 TDCi Trend;2012;115.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen, 3 boyalı;489.750
260;23703969;Ford;Focus;1.6 TDCi Trend X;2015;320.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;2 değişen, 3 boyalı;630.000
261;23631683;Ford;Focus;1.6 TDCi Titanium;2015;134.000 km;Düz;Dizel;Hatchback/5;Lacivert;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;795.000
262;23630388;Ford;Fiesta;1.4 TDCi Titanium;2012;157.969 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 boyalı;557.000
264;23632034;Ford;Fiesta;1.5 TDCi Trend X;2016;81.905 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;Belirtilmemiş;750.000
265;23631468;Ford;Mondeo;1.5 Titanium;2020;49.205 km;Otomatik;Benzin;Sedan;Beyaz;1498 cc;165 hp;Önden Çekiş;6,3 lt;62 lt;Belirtilmemiş;1.200.000
266;23631019;Ford;Fiesta;1.25 Trend;2013;76.875 km;Düz;Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;Belirtilmemiş;620.000
267;23630868;Ford;Focus;1.6 Ti-VCT Titanium;2017;89.800 km;Düz;Benzin;Sedan;Gri;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;Belirtilmemiş;955.000
268;23630506;Ford;Focus;1.6 Ti-VCT Trend X;2017;37.640 km;Yarı Otomatik;Benzin;Hatchback/5;Lacivert;1596 cc;125 hp;Önden Çekiş;6,3 lt;55 lt;Belirtilmemiş;960.000
269;23705109;Ford;Focus;1.6 Ti-VCT Style;2016;110.000 km;Yarı Otomatik;LPG & Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;1 değişen, 1 boyalı;885.000
270;23704900;Ford;Focus;1.6 TDCi Trend X;2010;305.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;8 boyalı;495.000
271;23703982;Ford;Focus;1.5 Ti-VCT Titanium;2022;7.000 km;Otomatik;Benzin;Sedan;Mavi (metalik);1497 cc;123 hp;Önden Çekiş;7,1 lt;52 lt;1 boyalı;1.189.900
272;23703737;Ford;Fiesta;1.4 TDCi Trend;2011;198.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;6 boyalı;464.000
273;23702275;Ford;Focus;1.6 TDCi Collection;2011;330.000 km;Düz;Dizel;Sedan;Siyah;1560 cc;110 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;425.000
274;23631628;Ford;Focus;1.6 TDCi Titanium;2012;225.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Tamamı orjinal;725.900
275;23315975;Ford;Focus;1.6 TDCi Titanium X;2013;135.080 km;Düz;Dizel;Sedan;Gri;1560 cc;110 hp;Önden Çekiş;4,5 lt;55 lt;2 boyalı;760.000
276;22513124;Ford;Focus;1.5 Ti-VCT Trend X;2019;65.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1497 cc;123 hp;Önden Çekiş;6,5 lt;52 lt;Tamamı orjinal;925.000
277;18180793;Ford;Focus;1.5 TDCi Style;2016;220.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;1 boyalı;825.000
278;23632058;Ford;Focus;1.5 TDCi Titanium;2020;111.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Belirtilmemiş;1.099.000
279;23631945;Ford;C-Max;1.6 TDCi Trend;2014;206.000 km;Düz;Dizel;MPV;Siyah;1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;Belirtilmemiş;699.000
280;23048582;Ford;Focus;1.5 TDCi Titanium;2019;142.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Belirtilmemiş;999.990
281;23193923;Ford;Focus;1.0 GTDi Titanium;2013;156.000 km;Düz;Benzin;Sedan;Beyaz;999 cc;125 hp;Önden Çekiş;5 lt;55 lt;Tamamı orjinal;699.000
282;23264430;Ford;Fiesta;1.1 Style;2022;7.000 km;Düz;Benzin;Hatchback/5;Kırmızı;1084 cc;75 hp;Önden Çekiş;5,3 lt;42 lt;Tamamı orjinal;825.000
283;23783408;Ford;Fiesta;1.0 GTDi Titanium;2014;149.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;4,9 lt;42 lt;1 boyalı;725.000
