;Ürün Kodu;Marka;Seri;Model;Araç Yılı;Kilometre;Vites Tipi;Yakıt Tipi;Kasa Tipi;Renk;Motor Hacmi;Motor Gücü;Çekiş Tipi;Ortalama Yakıt Tüketimi;Depo Hacmi;Boya/Değişen Bilgisi;Fiyat
1325;23131067;Toyota;Corolla;1.8 Hybrid Passion X-Pack;2020;28.000 km;Otomatik;Hibrit;Sedan;Beyaz;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Belirtilmemiş;1.535.000
1326;23121240;Toyota;Auris;1.33 Life;2016;195.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;680.000
1327;23074832;Toyota;Corolla;1.4 D-4D Active;2016;223.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;740.000
1329;21586377;Toyota;Corolla;1.6 Vision;2020;39.000 km;Yarı Otomatik;Benzin;Sedan;Mavi;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Belirtilmemiş;990.000
1330;23513594;Toyota;Corolla;1.4 D-4D Active;2016;196.184 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;750.000
1331;23513017;Toyota;Corolla;1.6 Vision;2020;51.000 km;Yarı Otomatik;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Belirtilmemiş;969.500
1332;23512334;Toyota;Auris;1.4 D-4D Comfort Extra;2011;167.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;675.000
1333;23510157;Toyota;Auris;1.4 D-4D Comfort Extra;2011;230.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;1 değişen, 7 boyalı;600.000
1334;23272659;Toyota;Auris;1.4 D-4D Comfort Extra;2012;174.000 km;Düz;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;1 boyalı;577.000
1335;23233281;Toyota;Corolla;1.6 Vision;2019;149.000 km;Yarı Otomatik;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;1 değişen, 5 boyalı;885.000
1336;22518332;Toyota;Corolla;1.6 Touch;2014;248.000 km;Düz;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;4 değişen, 4 boyalı;569.999
1337;23514239;Toyota;Corolla;1.5 Flame;2021;13.000 km;Otomatik;Benzin;Sedan;Gri (Gümüş);1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.135.000
1338;23664771;Toyota;Corolla;1.6 Elegant;2010;162.500 km;Düz;LPG & Benzin;Sedan;Füme;1598 cc;124 hp;Önden Çekiş;7 lt;55 lt;1 boyalı;708.000
1339;23664540;Toyota;Corolla;1.6 Touch;2015;70.380 km;Düz;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Tamamı orjinal;820.000
1340;23226231;Toyota;Corolla;1.6 Advance;2017;102.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Tamamı orjinal;909.000
1342;23658749;Toyota;Auris;1.4 D-4D Advance;2013;160.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,2 lt;50 lt;4 boyalı;719.999
1344;23662445;Toyota;Auris;1.6 Advance Skypack;2016;69.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;50 lt;1 boyalı;950.000
1345;23661157;Toyota;Corolla;1.4 D-4D Advance;2015;74.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;850.000
1346;23661617;Toyota;Corolla;1.4 D-4D Comfort Extra;2011;186.000 km;Yarı Otomatik;Dizel;Sedan;Füme;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;1 değişen, 2 boyalı;670.000
1347;23660403;Toyota;Corolla;1.6 Advance;2016;77.500 km;Düz;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Belirtilmemiş;920.000
1348;23661732;Toyota;Avensis;1.6 Advance;2016;48.325 km;Düz;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,6 lt;60 lt;3 boyalı;920.000
1349;23661458;Toyota;Corolla;1.6 Dream;2020;43.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;1.050.000
1350;23660521;Toyota;Auris;1.8 Hybrid Active;2017;35.000 km;Otomatik;Hibrit;Hatchback/5;Gri (titanyum);1798 cc;136 hp;Önden Çekiş;4,1 lt;45 lt;Belirtilmemiş;1.000.000
1351;23658590;Toyota;Corolla;1.6 Comfort;2010;141.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1598 cc;124 hp;Önden Çekiş;7,2 lt;55 lt;9 boyalı;690.000
1352;23658928;Toyota;Corolla;1.4 D-4D Touch;2015;145.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;2 değişen, 4 boyalı;635.000
1353;23661001;Toyota;Auris;1.33 Comfort;2011;173.000 km;Düz;LPG & Benzin;Hatchback/5;Siyah;1329 cc;99 hp;Önden Çekiş;6 lt;55 lt;Tamamı orjinal;585.000
1354;23660887;Toyota;Corolla;1.6 Vision;2020;79.000 km;Yarı Otomatik;Benzin;Sedan;Mavi (metalik);1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;905.000
1355;23660634;Toyota;Corolla;1.5 Vision;2022;34.000 km;Otomatik;Benzin;Sedan;Beyaz;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Belirtilmemiş;945.000
1356;23660160;Toyota;Corolla;1.8 Hybrid Dream;2021;59.600 km;Otomatik;Hibrit;Sedan;Beyaz;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Tamamı orjinal;1.059.000
1357;23660130;Toyota;Yaris;1.33 Terra Sporty;2011;108.000 km;Yarı Otomatik;Benzin;Hatchback/5;Bej;1329 cc;101 hp;Önden Çekiş;5,1 lt;42 lt;2 değişen, 2 boyalı;605.000
1358;23660632;Toyota;Corolla;1.6 Advance;2017;198.000 km;Otomatik;LPG & Benzin;Sedan;Kahverengi;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;1 boyalı;769.000
1359;23658660;Toyota;Corolla;1.6 Vision;2020;29.500 km;Yarı Otomatik;Benzin;Sedan;Gri (Gümüş);1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;939.000
1360;23657874;Toyota;Avensis;2.0 Premium;2012;199.000 km;Otomatik;LPG & Benzin;Sedan;Siyah;1987 cc;152 hp;Önden Çekiş;7 lt;60 lt;1 değişen, 3 boyalı;815.000
1361;23658143;Toyota;Corolla;1.6 Advance;2016;123.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;Belirtilmemiş;910.000
1363;23658194;Toyota;Corolla;1.33 Life;2015;109.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;739.000
1364;23658666;Toyota;Auris;1.4 D-4D Comfort Extra;2012;181.698 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;3 değişen;610.000
1365;23659534;Toyota;Corolla;1.6 Flame X Pack;2020;49.000 km;Otomatik;LPG & Benzin;Sedan;Gri (titanyum);1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;1.125.000
1367;23505877;Toyota;Corolla;1.6 Premium;2015;110.000 km;Otomatik;Benzin;Sedan;Kahverengi;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;1 değişen;859.900
1369;23195074;Toyota;Auris;1.4 D-4D Advance Skypack;2013;152.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1364 cc;90 hp;Önden Çekiş;4,2 lt;50 lt;Belirtilmemiş;821.000
1370;23507621;Toyota;Corolla;1.6 Life;2018;80.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Tamamı orjinal;897.500
1372;23197870;Toyota;Yaris;1.33 Terra Sporty;2011;205.000 km;Yarı Otomatik;LPG & Benzin;Hatchback/5;Gri (Gümüş);1329 cc;101 hp;Önden Çekiş;5,1 lt;42 lt;5 boyalı;570.000
1373;23658522;Toyota;Corolla;1.8 Hybrid Dream;2020;13.500 km;Otomatik;Hibrit;Sedan;Mavi (metalik);1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Tamamı orjinal;1.120.000
1374;23490111;Toyota;Corolla;1.33 Life;2016;43.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;2 boyalı;720.000
1375;23658133;Toyota;Corolla;1.6 Vision;2020;74.000 km;Yarı Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Belirtilmemiş;925.000
1376;23657005;Toyota;Auris;1.6 Active Skypack;2016;86.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;50 lt;Tamamı orjinal;858.000
1377;23656302;Toyota;Corolla;1.6 Vision;2019;32.700 km;Yarı Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;2 değişen, 1 boyalı;890.000
1379;23656484;Toyota;Auris;1.33 Life;2016;77.500 km;Düz;LPG & Benzin;Hatchback/5;Mavi (metalik);1329 cc;99 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;755.000
1381;23656090;Toyota;Corolla;1.5 Dream;2021;29.848 km;Otomatik;Benzin;Sedan;Gri;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.095.000
1382;23655096;Toyota;Auris;1.33 Comfort;2012;268.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;6 lt;55 lt;2 değişen, 2 boyalı;507.000
1383;23654811;Toyota;Corolla;1.6 Dream;2020;24.000 km;Otomatik;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;995.000
1384;23655759;Toyota;Corolla;1.4 D-4D Advance;2017;138.000 km;Yarı Otomatik;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;2 değişen, 2 boyalı;795.000
1387;22664876;Toyota;Corolla;1.4 D-4D Touch;2016;142.500 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 değişen, 4 boyalı;704.000
1388;23655032;Toyota;Yaris;1.5 Hybrid Cool;2016;99.000 km;Otomatik;Hibrit;Hatchback/5;Beyaz;1497 cc;75 hp;Önden Çekiş;3,6 lt;36 lt;1 boyalı;775.000
1389;23651329;Toyota;Yaris;1.5 Dream X-Pack;2020;14.500 km;Otomatik;Benzin;Hatchback/5;Beyaz;1490 cc;125 hp;Önden Çekiş;4,7 lt;42 lt;Belirtilmemiş;930.000
1390;23652397;Toyota;Auris;1.4 D-4D Comfort Extra;2012;168.000 km;Düz;Dizel;Hatchback/5;Siyah;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;4 değişen, 6 boyalı;535.000
1391;23652223;Toyota;Corolla;1.33 Comfort;2011;165.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,9 lt;55 lt;4 boyalı;610.000
1392;23654755;Toyota;Corolla;1.6 Vision;2019;55.000 km;Yarı Otomatik;Benzin;Sedan;Gri (metalik);1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;990.000
1393;23654964;Toyota;Avensis;2.0 Premium;2012;238.000 km;Otomatik;LPG & Benzin;Sedan;Gri (Gümüş);1987 cc;152 hp;Önden Çekiş;7 lt;60 lt;2 değişen, 4 boyalı;812.000
1394;23654851;Toyota;Corolla;1.4 D-4D Elegant;2013;168.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;1 boyalı;725.000
1395;23653382;Toyota;Auris;1.4 D-4D Premium;2013;143.000 km;Düz;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,2 lt;50 lt;3 boyalı;830.000
1396;23654704;Toyota;Auris;1.4 D-4D Comfort Plus;2012;165.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;5 lt;55 lt;Tamamı orjinal;635.000
1397;23651214;Toyota;Auris;1.4 D-4D Advance Skypack;2015;177.500 km;Düz;Dizel;Hatchback/5;Kahverengi;1364 cc;90 hp;Önden Çekiş;4 lt;50 lt;Belirtilmemiş;885.000
1398;23653768;Toyota;Corolla;1.4 D-4D Comfort;2010;202.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;1 değişen, 2 boyalı;555.000
1399;23654014;Toyota;Corolla;1.6 Dream;2020;17.950 km;Otomatik;Benzin;Sedan;Gri;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;1.070.000
1400;23652035;Toyota;Corolla;1.6 Vision;2019;66.000 km;Yarı Otomatik;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;2 boyalı;950.000
1401;23650901;Toyota;Corolla;1.5 Flame X-Pack;2023;6.250 km;Otomatik;Benzin;Sedan;Mavi (metalik);1490 cc;125 hp;Önden Çekiş;6,3 lt;50 lt;Belirtilmemiş;1.250.000
1402;23651168;Toyota;Corolla;1.4 D-4D Advance;2016;60.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;945.000
1403;23650683;Toyota;Corolla;1.4 D-4D Premium;2014;260.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;815.000
1404;23651297;Toyota;Corolla;1.6 Vision;2020;33.000 km;Yarı Otomatik;Benzin;Sedan;Gri (Gümüş);1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;970.000
1405;23654009;Toyota;Auris;1.4 D-4D Active Skypack;2013;193.000 km;Düz;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,2 lt;50 lt;7 boyalı;625.000
1408;22886581;Toyota;Corolla;1.6 Dream;2019;53.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1598 cc;132 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.025.000
1409;23648025;Toyota;Corolla;1.8 Hybrid Passion X-Pack;2020;79.000 km;Otomatik;Hibrit;Hatchback/5;Gri (metalik);1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Tamamı orjinal;1.275.000
1410;23651238;Toyota;Corolla;1.4 D-4D Advance;2016;140.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;2 değişen;695.000
1411;23653006;Toyota;Corolla;1.4 D-4D Comfort;2012;250.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;1 değişen;575.000
1412;23651687;Toyota;Corolla;1.4 D-4D Elegant;2011;100.500 km;Düz;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;3 değişen, 3 boyalı;689.000
1413;23652801;Toyota;Auris;1.33 Life;2016;80.000 km;Düz;Benzin;Hatchback/5;Mavi;1329 cc;99 hp;Önden Çekiş;5,8 lt;50 lt;Belirtilmemiş;810.000
1414;23651632;Toyota;Corolla;1.6 Advance;2015;81.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;Tamamı orjinal;905.000
1416;23175627;Toyota;Corolla;1.4 D-4D Elegant;2010;240.000 km;Düz;Dizel;Sedan;Gri;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Tamamı orjinal;655.000
1417;22953824;Toyota;Auris;1.4 D-4D Comfort Extra;2012;194.500 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;1 boyalı;675.000
1419;22689720;Toyota;Corolla;1.4 D-4D Premium;2015;182.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;4 boyalı;755.000
1420;23259325;Toyota;Corolla;1.6 Advance;2018;52.000 km;Düz;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;4 boyalı;930.000
1421;22871983;Toyota;Corolla;1.33 Life;2016;81.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;730.000
1422;23651781;Toyota;Auris;1.4 D-4D Comfort Extra;2010;135.700 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;555.000
1423;23650576;Toyota;Corolla;1.4 D-4D Premium;2015;120.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;7 boyalı;785.000
1424;23650012;Toyota;Corolla;1.5 Flame X-Pack;2022;17.000 km;Otomatik;Benzin;Sedan;Mavi (metalik);1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;1 değişen, 1 boyalı;1.350.000
1425;23649621;Toyota;Yaris;1.0 Vision;2021;11.500 km;Düz;Benzin;Hatchback/5;Füme;998 cc;72 hp;Önden Çekiş;4,5 lt;42 lt;Tamamı orjinal;720.000
1426;23646770;Toyota;Auris;1.33 Life;2016;91.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;50 lt;1 değişen;754.500
1427;23648322;Toyota;Auris;1.33 Life;2017;55.430 km;Düz;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;50 lt;Belirtilmemiş;761.000
1428;23646108;Toyota;Corolla;1.6 Touch;2015;50.000 km;Otomatik;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;Tamamı orjinal;905.000
1429;23649581;Toyota;Auris;1.4 D-4D Comfort Plus;2011;172.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1364 cc;90 hp;Önden Çekiş;5 lt;55 lt;1 değişen, 4 boyalı;648.000
1430;23646811;Toyota;Corolla;1.6 Advance;2014;111.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;3 boyalı;795.000
1431;23646920;Toyota;Corolla;1.33 Life;2016;104.600 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;700.000
1432;23648866;Toyota;Corolla;1.4 D-4D Elegant;2011;108.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;685.000
1434;23649392;Toyota;Avensis;1.6 Elegant;2010;192.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1598 cc;132 hp;Önden Çekiş;6,5 lt;60 lt;3 boyalı;650.000
1435;23151024;Toyota;Corolla;1.4 D-4D Comfort Extra;2011;89.000 km;Düz;Dizel;Sedan;Füme;1364 cc;110 hp;Önden Çekiş;4,9 lt;55 lt;2 değişen, 3 boyalı;629.500
1437;23648505;Toyota;Yaris;1.33 Fun;2013;64.450 km;Düz;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5,2 lt;42 lt;Belirtilmemiş;579.500
1439;23163861;Toyota;Corolla;1.6 Comfort Extra;2012;136.500 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;124 hp;Önden Çekiş;7 lt;55 lt;Tamamı orjinal;860.000
1440;23647732;Toyota;Corolla;1.33 Life;2015;77.000 km;Düz;Benzin;Sedan;Siyah;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;3 boyalı;752.000
1441;23648341;Toyota;Corolla;1.4 D-4D Touch;2016;116.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;760.000
1442;23648624;Toyota;Auris;1.6 Elegant;2012;144.000 km;Düz;Benzin;Hatchback/5;Gri;1598 cc;132 hp;Önden Çekiş;6,6 lt;55 lt;Tamamı orjinal;695.000
1443;23646761;Toyota;Corolla;1.33 Life;2017;72.500 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;760.000
1444;23648065;Toyota;Corolla;1.33 Life;2017;89.000 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;780.000
1445;23646520;Toyota;Auris;1.4 D-4D Comfort Plus;2010;226.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1364 cc;90 hp;Önden Çekiş;5 lt;55 lt;Tamamı orjinal;550.000
1446;23648738;Toyota;Auris;1.6 Active;2013;143.000 km;Düz;Benzin;Hatchback/5;Beyaz;1598 cc;132 hp;Önden Çekiş;5,9 lt;50 lt;1 değişen, 1 boyalı;660.000
1447;23104408;Toyota;Corolla;1.4 D-4D Comfort;2010;280.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;Belirtilmemiş;560.000
1448;22786218;Toyota;Corolla;1.4 D-4D Active;2013;260.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;625.000
1449;22849947;Toyota;Corolla;1.6 Advance;2016;63.500 km;Otomatik;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;Tamamı orjinal;960.000
1450;23173418;Toyota;Corolla;1.33 Life;2016;135.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;760.000
1451;23148738;Toyota;Auris;1.4 D-4D Comfort;2011;170.000 km;Düz;Dizel;Hatchback/5;Gri;1364 cc;90 hp;Önden Çekiş;5 lt;55 lt;1 değişen, 1 boyalı;500.000
1453;23645892;Toyota;Corolla;1.4 D-4D Elegant;2012;209.590 km;Düz;Dizel;Sedan;Gri (metalik);1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Tamamı orjinal;635.000
1454;23645503;Toyota;Corolla;1.6 Advance;2016;66.150 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Tamamı orjinal;916.000
1455;23645672;Toyota;Corolla;1.6 Advance;2015;70.000 km;Düz;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Belirtilmemiş;825.000
1456;23645653;Toyota;Yaris;1.5 Fun Special;2018;55.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;1496 cc;111 hp;Önden Çekiş;4,8 lt;42 lt;1 boyalı;760.000
1457;23645371;Toyota;Auris;1.6 Advance;2013;144.000 km;Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1598 cc;132 hp;Önden Çekiş;5,7 lt;50 lt;Tamamı orjinal;760.000
1458;23645289;Toyota;Auris;1.33 Life;2016;103.000 km;Düz;Benzin;Hatchback/5;Mavi;1329 cc;99 hp;Önden Çekiş;5,8 lt;50 lt;2 değişen;615.000
1459;23290616;Toyota;Corolla;1.4 D-4D Comfort;2012;112.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;Belirtilmemiş;695.000
1460;23645321;Toyota;Corolla;1.4 D-4D Touch;2016;184.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;720.000
1461;23644915;Toyota;Corolla;1.6 Comfort Extra;2011;139.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1598 cc;124 hp;Önden Çekiş;7 lt;55 lt;Tamamı orjinal;710.000
1462;23643946;Toyota;Corolla;1.4 D-4D Comfort Extra;2011;272.000 km;Yarı Otomatik;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;1 değişen, 1 boyalı;550.000
1463;23642452;Toyota;Corolla;1.4 D-4D Elegant;2011;191.000 km;Düz;Dizel;Sedan;Siyah;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;6 boyalı;715.000
1464;23643275;Toyota;Corolla;1.33 Comfort;2011;34.000 km;Düz;Benzin;Sedan;Siyah;1329 cc;112 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;700.000
1465;23489294;Toyota;Corolla;1.4 D-4D Touch;2015;157.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;2 değişen;830.000
1466;23487907;Toyota;Auris;1.6 Advance Skypack;2017;83.600 km;Otomatik;Benzin;Hatchback/5;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;50 lt;1 değişen, 1 boyalı;899.000
1467;23485142;Toyota;Corolla;1.6 Advance;2016;151.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;6 boyalı;825.000
1468;23011186;Toyota;Corolla;1.4 D-4D Advance;2016;111.500 km;Düz;Dizel;Sedan;Kahverengi;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;3 değişen, 3 boyalı;760.000
1469;23092788;Toyota;Auris;1.33 Comfort;2011;159.000 km;Düz;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;6 lt;55 lt;1 değişen, 1 boyalı;590.000
1471;23642294;Toyota;Auris;1.4 D-4D Life;2013;121.000 km;Düz;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,2 lt;50 lt;Belirtilmemiş;695.000
1472;23642305;Toyota;Auris;1.8 Hybrid Premium;2017;118.112 km;Otomatik;Hibrit;Hatchback/5;Mavi;1798 cc;136 hp;Önden Çekiş;4,1 lt;45 lt;Tamamı orjinal;950.000
1474;23641729;Toyota;Corolla;1.4 D-4D Premium;2014;197.200 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;745.000
